,time,expect,testMAE,max_trainMAE,anomaly
53286,794.91896,16.182743246117425,17.61911979821534,0.3,True
53287,794.91958,16.182743246117425,17.819264998409327,0.3,True
53288,794.920432,16.182743246117425,17.8907955421264,0.3,True
53289,794.92058,13.91891800779995,18.06315011850798,0.3,True
53290,794.920732,15.890759086401435,17.939683526034106,0.3,True
53291,794.921476,13.91891800779995,17.9077843058847,0.3,True
53292,794.921603,15.804491039212623,17.767505039206313,0.3,True
53293,794.921802,13.91891800779995,17.895321312460133,0.3,True
53294,794.922452,13.91891800779995,17.747586474289236,0.3,True
53295,794.922577,16.21118326167418,17.605804599753743,0.3,True
53296,794.922755,16.392682270045455,17.57001231369166,0.3,True
53297,794.923351,16.182743246117425,17.558483537011302,0.3,True
53298,794.923478,16.182743246117425,17.549881815883474,0.3,True
53299,794.92364,16.182743246117425,17.545682422293183,0.3,True
53300,794.924166,16.182743246117425,17.543880057308037,0.3,True
53301,794.924298,16.182743246117425,17.543614649745777,0.3,True
53302,794.924453,15.804491039212623,17.544479727718187,0.3,True
53303,794.92567,15.804491039212623,17.528161855600356,0.3,True
53304,794.928775,16.182743246117425,17.509954857976442,0.3,True
53305,794.92898,16.182743246117425,17.658569920250994,0.3,True
53306,794.92911,16.182743246117425,17.677846997433658,0.3,True
53307,794.929115,16.182743246117425,17.82983648527838,0.3,True
53308,794.930323,16.182743246117425,17.856667599481984,0.3,True
53309,794.930469,16.182743246117425,18.0081221316662,0.3,True
53310,794.9306,16.182743246117425,18.158728434124264,0.3,True
53311,794.930602,16.182743246117425,18.15660698447875,0.3,True
53312,794.930736,16.182743246117425,18.14254136774683,0.3,True
53313,794.93087,16.182743246117425,18.142550507125694,0.3,True
53314,794.931013,16.182743246117425,18.142636385497887,0.3,True
53315,794.931024,15.804491039212623,18.14281860087061,0.3,True
53316,794.931941,13.91891800779995,18.125189299411144,0.3,True
53317,794.932091,15.890759086401435,18.01263900497412,0.3,True
53318,794.932225,16.182743246117425,18.004021785293908,0.3,True
53319,794.932317,16.182743246117425,18.012149947430455,0.3,True
53320,794.932348,16.182743246117425,18.00353459670719,0.3,True
53321,794.932558,16.182743246117425,17.998889408057696,0.3,True
53322,794.933286,16.182743246117425,17.996443281119827,0.3,True
53323,794.946975,16.182743246117425,17.995161034212277,0.3,True
53324,794.947378,11.611863945836202,17.9944546555934,0.3,True
53325,794.947598,16.182743246117425,17.75794721069214,0.3,True
53326,794.951028,15.804491039212623,17.727175589623823,0.3,True
53327,794.951416,15.804491039212623,17.682845044445894,0.3,True
53328,794.95182,15.804491039212623,17.652400029103983,0.3,True
53329,794.952654,16.182743246117425,17.62465505648668,0.3,True
53330,794.953045,16.182743246117425,17.617810567706975,0.3,True
53331,794.953467,11.611863945836202,17.639243559441002,0.3,True
53332,794.953562,15.804491039212623,17.548732546087162,0.3,True
53333,794.953796,17.202033403671432,17.51747278021745,0.3,True
53334,796.045565,15.675088968429401,17.536331169833293,0.3,True
53335,796.087745,15.545686897646178,17.507064870148064,0.3,True
53336,796.09094,15.085590645972502,17.47253783076929,0.3,True
53337,796.091345,16.182743246117425,17.41275320318232,0.3,True
53338,796.091703,16.182743246117425,17.403801269003647,0.3,True
53339,796.091866,16.182743246117425,17.398875795472563,0.3,True
53340,796.091962,16.182743246117425,17.69963787395943,0.3,True
53341,796.092426,16.182743246117425,17.69726692834684,0.3,True
53342,796.092743,16.182743246117425,17.72167054405089,0.3,True
53343,796.093642,16.182743246117425,17.74727359594269,0.3,True
53344,796.093995,16.182743246117425,17.773913403078424,0.3,True
53345,796.094395,16.182743246117425,17.77677948050152,0.3,True
53346,796.094562,16.182743246117425,17.77965990277579,0.3,True
53347,796.094659,16.182743246117425,18.084923188932233,0.3,True
53348,796.094822,16.182743246117425,18.110381949899956,0.3,True
53349,796.095264,16.182743246117425,18.043267568348384,0.3,True
